0	200
0.016758294	199.9999975
0.07543128	199.99995
0.134103318	199.9998421
0.192775355	199.999674
0.251447393	199.9994458
0.310119431	199.9991578
0.368791469	199.99881
0.427462559	199.9984025
0.486132701	199.9979357
0.544802844	199.9974096
0.603472038	199.9968243
0.662140284	199.99618
0.720808531	199.9954769
0.779475829	199.9947151
0.83814218	199.9938947
0.896806635	199.993016
0.95547109	199.992079
1.014134597	199.9910839
1.072796209	199.9900309
1.131456872	199.98892
1.190116588	199.9877515
1.248775355	199.9865255
1.307432227	199.9852421
1.366087204	199.9839015
1.424741232	199.9825038
1.483393365	199.981049
1.54204455	199.9795375
1.600692891	199.9779694
1.659340284	199.9763447
1.717985782	199.9746637
1.776629384	199.9729264
1.83527109	199.971133
1.8939109	199.9692836
1.952548815	199.9673783
2.011184834	199.9654174
2.069818009	199.9634009
2.128449289	199.961329
2.187078673	199.9592018
2.245705213	199.9570195
2.304329858	199.9547821
2.362951659	199.9524898
2.421571564	199.9501428
2.480188626	199.9477411
2.538802844	199.9452849
2.597415166	199.9427744
2.656024645	199.9402097
2.71463128	199.9375908
2.773235071	199.934918
2.831836019	199.9321913
2.890434123	199.9294109
2.949029384	199.9265769
3.007621801	199.9236895
3.066211374	199.9207486
3.124797156	199.9177546
3.183380095	199.9147075
3.24196019	199.9116075
3.300537441	199.9084546
3.3591109	199.905249
3.417681517	199.9019908
3.476248341	199.8986801
3.534811374	199.8953171
3.593371564	199.8919018
3.65192891	199.8884345
3.710481517	199.8849151
3.76903128	199.8813439
3.827577251	199.8777209
3.886119431	199.8740464
3.94465782	199.8703203
4.003193365	199.8665428
4.061724171	199.8627141
4.120252133	199.8588341
4.178775355	199.8549032
4.237294787	199.8509213
4.295810427	199.8468886
4.354322275	199.8428052
4.412829384	199.8386712
4.471333649	199.8344867
4.529832227	199.8302519
4.588327962	199.8259669
4.646818957	199.8216317
4.705306161	199.8172465
4.763788626	199.8128114
4.822267299	199.8083265
4.880741232	199.8037919
4.939210427	199.7992077
4.997675829	199.7945741
5.056136493	199.7898911
5.114592417	199.7851588
5.17304455	199.7803774
5.231490995	199.775547
5.289933649	199.7706676
5.348371564	199.7657393
5.406804739	199.7607625
5.465233175	199.7557369
5.523656872	199.7506629
5.582075829	199.7455404
5.640490047	199.7403696
5.698899526	199.7351507
5.757303318	199.7298837
5.815703318	199.7245686
5.87409763	199.7192057
5.932487204	199.7137949
5.99087109	199.7083365
6.049251185	199.7028304
6.107624645	199.697277
6.165994313	199.6916761
6.224358294	199.6860279
6.282716588	199.6803325
6.341070142	199.6745901
6.399418957	199.6688006
6.457761137	199.6629643
6.516099526	199.6570811
6.57443128	199.6511512
6.632758294	199.6451748
6.691079621	199.6391518
6.749395261	199.6330823
6.807706161	199.6269666
6.866011374	199.6208047
6.9243109	199.6145965
6.982604739	199.6083425
7.040892891	199.6020423
7.099175355	199.5956964
7.157452133	199.5893047
7.215723223	199.5828673
7.273988626	199.5763844
7.332248341	199.5698559
7.39050237	199.5632821
7.448750711	199.5566629
7.506993365	199.5499985
7.565229384	199.5432889
7.623459716	199.5365344
7.68168436	199.5297349
7.739903318	199.5228905
7.79811564	199.5160013
7.856322275	199.5090675
7.914523223	199.5020891
7.972717536	199.4950661
8.030906161	199.4879986
8.089088152	199.4808869
8.147264455	199.4737308
8.205435071	199.4665307
8.263598104	199.4592863
8.32175545	199.451998
8.379907109	199.4446658
8.438052133	199.4372897
8.496190521	199.4298699
8.554323223	199.4224064
