-1500	211
-1500.01768	210.9999972
-1500.07958	210.9999438
-1500.141479	210.9998225
-1500.203378	210.9996334
-1500.265277	210.9993769
-1500.327176	210.999053
-1500.389075	210.9986619
-1500.450973	210.9982038
-1500.51287	210.9976789
-1500.574767	210.9970873
-1500.636663	210.9964292
-1500.698558	210.9957048
-1500.760453	210.9949142
-1500.822347	210.9940576
-1500.88424	210.9931352
-1500.946131	210.9921471
-1501.008022	210.9910936
-1501.069912	210.9899747
-1501.1318	210.9887907
-1501.193687	210.9875416
-1501.255573	210.9862278
-1501.317458	210.9848492
-1501.379341	210.9834062
-1501.441222	210.9818988
-1501.503102	210.9803272
-1501.56498	210.9786915
-1501.626857	210.976992
-1501.688731	210.9752288
-1501.750604	210.973402
-1501.812475	210.9715119
-1501.874344	210.9695585
-1501.936211	210.967542
-1501.998076	210.9654626
-1502.059939	210.9633203
-1502.1218	210.9611155
-1502.183658	210.9588482
-1502.245514	210.9565186
-1502.307368	210.9541268
-1502.369219	210.9516731
-1502.431068	210.9491574
-1502.492914	210.94658
-1502.554758	210.9439411
-1502.616599	210.9412407
-1502.678437	210.9384791
-1502.740273	210.9356564
-1502.802106	210.9327727
-1502.863936	210.9298281
-1502.925763	210.9268229
-1502.987587	210.9237572
-1503.049408	210.920631
-1503.111226	210.9174446
-1503.173041	210.9141981
-1503.234853	210.9108916
-1503.296661	210.9075253
-1503.358466	210.9040993
-1503.420268	210.9006138
-1503.482067	210.8970689
-1503.543862	210.8934647
-1503.605654	210.8898014
-1503.667442	210.8860791
-1503.729226	210.882298
-1503.791007	210.8784581
-1503.852785	210.8745597
-1503.914558	210.8706028
-1503.976328	210.8665877
-1504.038094	210.8625143
-1504.099856	210.858383
-1504.161614	210.8541937
-1504.223369	210.8499466
-1504.285119	210.845642
-1504.346866	210.8412798
-1504.408608	210.8368602
-1504.470346	210.8323834
-1504.53208	210.8278495
-1504.59381	210.8232586
-1504.655535	210.8186108
-1504.717257	210.8139063
-1504.778973	210.8091452
-1504.840686	210.8043277
-1504.902394	210.7994538
-1504.964098	210.7945236
-1505.025797	210.7895374
-1505.087492	210.7844952
-1505.149182	210.7793972
-1505.210867	210.7742434
-1505.272548	210.769034
-1505.334224	210.7637692
-1505.395895	210.758449
-1505.457562	210.7530735
-1505.519223	210.747643
-1505.58088	210.7421575
-1505.642532	210.736617
-1505.704179	210.7310219
-1505.765821	210.7253721
-1505.827458	210.7196678
-1505.88909	210.713909
-1505.950717	210.708096
-1506.012339	210.7022289
-1506.073955	210.6963077
-1506.135567	210.6903325
-1506.197173	210.6843036
-1506.258774	210.6782209
-1506.320369	210.6720847
-1506.38196	210.6658949
-1506.443544	210.6596519
-1506.505124	210.6533555
-1506.566698	210.647006
-1506.628266	210.6406035
-1506.689829	210.6341481
-1506.751387	210.6276399
-1506.812938	210.621079
-1506.874485	210.6144655
-1506.936025	210.6077995
-1506.99756	210.6010812
-1507.059089	210.5943106
-1507.120612	210.5874878
-1507.18213	210.580613
-1507.243642	210.5736863
-1507.305148	210.5667077
-1507.366648	210.5596775
-1507.428142	210.5525955
-1507.48963	210.5454621
-1507.551112	210.5382773
-1507.612588	210.5310411
